 -2.91705666e+01,  -9.26803131e+01,   1.54000014e-01
 -3.09707851e+01,  -9.04702911e+01,   1.79000005e-01
 -2.79715462e+01,  -9.04027405e+01,   1.70000002e-01
 -3.19817905e+01,  -8.99929352e+01,   1.89000010e-01
 -3.07433662e+01,  -8.94649124e+01,   1.93000004e-01
 -4.05190392e+01,  -8.84347687e+01,   1.91000015e-01
  1.44779789e+00,  -8.64893341e+01,   2.05000013e-01
 -3.02997837e+01,  -8.69542923e+01,   2.69000024e-01
 -3.00554752e+01,  -8.66987305e+01,   1.89000010e-01
 -2.95556011e+01,  -8.66874695e+01,   1.91000015e-01
 -2.50623722e+01,  -8.63362045e+01,   1.89000010e-01
 -2.78510780e+01,  -8.46485672e+01,   1.85000002e-01
 -2.96062622e+01,  -8.44380341e+01,   2.48000011e-01
 -2.96118927e+01,  -8.41881027e+01,   2.17000008e-01
 -2.98899746e+01,  -8.29440460e+01,   2.23000005e-01
 -4.86408501e+01,  -8.31162872e+01,   2.14000016e-01
 -2.36697044e+01,  -8.15536346e+01,   2.21000016e-01
 -2.34253979e+01,  -8.12980728e+01,   2.31000006e-01
 -2.44307728e+01,  -8.10706482e+01,   2.12000012e-01
  1.00435944e+01,  -7.95440216e+01,   1.99000016e-01
  6.02772045e+00,  -7.88842773e+01,   2.40000010e-01
 -2.97244740e+01,  -7.91893692e+01,   2.21000016e-01
 -3.92276955e+01,  -7.91533356e+01,   2.13000014e-01
 -4.07329445e+01,  -7.89371719e+01,   2.32000008e-01
 -3.77337036e+01,  -7.88696213e+01,   2.43000016e-01
 -3.74837685e+01,  -7.88639908e+01,   3.28000009e-01
 -3.92389526e+01,  -7.86534653e+01,   1.93000004e-01
  1.19867954e+01,  -7.69996185e+01,   2.55000025e-01
 -4.32548294e+01,  -7.79937210e+01,   2.21000016e-01
 -3.82560959e+01,  -7.78811417e+01,   2.12000012e-01
 -2.97582493e+01,  -7.76897507e+01,   2.19000012e-01
  5.97705889e+00,  -7.66348495e+01,   2.99000025e-01
  6.72123957e+00,  -7.63680267e+01,   2.96000004e-01
 -3.02750111e+01,  -7.69511948e+01,   2.16000006e-01
 -2.40322247e+01,  -7.65605316e+01,   2.13000014e-01
 -2.37879162e+01,  -7.63049622e+01,   6.50000051e-02
 -3.00419598e+01,  -7.61957550e+01,   2.12000012e-01
  9.18120193e+00,  -7.45621719e+01,   2.95000017e-01
  6.66469276e-01,  -7.40037537e+01,   2.45000005e-01
 -2.98314266e+01,  -7.44405746e+01,   2.51000017e-01
 -3.03369312e+01,  -7.42018967e+01,   2.88000017e-01
 -2.98370571e+01,  -7.41906357e+01,   2.35000014e-01
  1.65495753e+00,  -7.34813690e+01,   2.59000003e-01
 -2.41166611e+01,  -7.28114777e+01,   2.35000014e-01
  6.61428642e+00,  -7.16192322e+01,   3.37000012e-01
  6.86422300e+00,  -7.16136017e+01,   3.89000028e-01
 -1.14500725e+00,  -7.12938614e+01,   2.53000021e-01
 -2.49002457e+01,  -7.13287506e+01,   2.40000010e-01
  2.59278393e+00,  -7.07095490e+01,   3.55000019e-01
  2.84272051e+00,  -7.07039185e+01,   3.13000023e-01
 -2.89048595e+01,  -7.11688843e+01,   2.30000004e-01
 -1.41746032e+00,  -7.02997437e+01,   1.97000012e-01
  2.55338025e+00,  -6.89599915e+01,   3.33000004e-01
 -3.16935654e+01,  -6.94812469e+01,   2.63999999e-01
  8.29629326e+00,  -6.85805893e+01,   2.44000018e-01
  2.79205847e+00,  -6.84544907e+01,   3.29000026e-01
 -3.22046967e+01,  -6.89926224e+01,   3.21000010e-01
 -2.47122288e+01,  -6.85738220e+01,   2.42000014e-01
 -3.94641151e+01,  -6.86559982e+01,   2.25000009e-01
 -3.32157021e+01,  -6.85152740e+01,   2.29000017e-01
 -2.47234859e+01,  -6.80739441e+01,   2.89000005e-01
 -2.42236137e+01,  -6.80626831e+01,   2.35000014e-01
 -2.42461300e+01,  -6.70629349e+01,   2.81000018e-01
 -2.37631435e+01,  -6.63018723e+01,   2.60000020e-01
 -3.22778740e+01,  -6.57434464e+01,   2.45000005e-01
  5.96242714e+00,  -6.48821945e+01,   2.13000014e-01
  1.95781207e+00,  -6.47223282e+01,   2.77000010e-01
 -2.35526104e+01,  -6.45466843e+01,   2.30000004e-01
 -2.43080502e+01,  -6.43136368e+01,   3.37000012e-01
 -2.43136806e+01,  -6.40636978e+01,   2.50000000e-01
 -2.45692444e+01,  -6.38193932e+01,   3.05000007e-01
 -2.45861320e+01,  -6.30695839e+01,   3.45000029e-01
 -2.40862598e+01,  -6.30583267e+01,   3.39000016e-01
 -2.51141510e+01,  -6.18311615e+01,   2.73000002e-01
 -2.43643417e+01,  -6.18142738e+01,   3.60000014e-01
 -4.76140785e+01,  -6.20878410e+01,   2.89000005e-01
 -2.41200333e+01,  -6.15587044e+01,   3.54000002e-01
 -3.41231270e+01,  -6.15339317e+01,   2.86000013e-01
 -3.48898239e+01,  -6.08010101e+01,   3.27000022e-01
 -3.46398888e+01,  -6.07953835e+01,   2.73000002e-01
 -3.41400146e+01,  -6.07841225e+01,   3.36000025e-01
 -3.38900795e+01,  -6.07784958e+01,   3.16000015e-01
 -2.49261341e+01,  -5.90762253e+01,   2.59000003e-01
 -2.44262619e+01,  -5.90649681e+01,   2.75000006e-01
 -2.06772118e+01,  -5.89805298e+01,   2.80000001e-01
 -3.24354897e+01,  -5.87452278e+01,   3.46000016e-01
 -2.39432755e+01,  -5.83038979e+01,   3.48000020e-01
 -3.21968155e+01,  -5.82397232e+01,   3.51000011e-01
 -3.16969395e+01,  -5.82284660e+01,   3.27000022e-01
 -2.49486504e+01,  -5.80764809e+01,   3.06000024e-01
 -3.22024422e+01,  -5.79897881e+01,   3.02000016e-01
 -3.19581337e+01,  -5.77342224e+01,   3.61000031e-01
 -2.44600372e+01,  -5.75653496e+01,   3.27000022e-01
 -3.22136993e+01,  -5.74899139e+01,   2.31000006e-01
 -2.52154751e+01,  -5.73322983e+01,   3.52000028e-01
 -2.42157288e+01,  -5.73097839e+01,   3.13000023e-01
 -2.39657917e+01,  -5.73041534e+01,   3.35000008e-01
 -2.21812367e-01,  -5.67693901e+01,   3.37000012e-01
 -3.19693909e+01,  -5.72343483e+01,   3.53000015e-01
 -3.17250862e+01,  -5.69787827e+01,   2.79000014e-01
 -2.44825535e+01,  -5.65656052e+01,   3.12000006e-01
 -2.42438736e+01,  -5.60601006e+01,   3.25000018e-01
 -2.37552586e+01,  -5.55489693e+01,   3.31000030e-01
 -3.10146790e+01,  -5.52123375e+01,   3.47000003e-01
 -3.17701187e+01,  -5.49792900e+01,   3.52000028e-01
 -2.42720203e+01,  -5.48104172e+01,   3.61000031e-01
 -3.20313110e+01,  -5.44850464e+01,   3.29000026e-01
 -2.45332146e+01,  -5.43161736e+01,   2.76000023e-01
 -2.40333405e+01,  -5.43049126e+01,   3.92000020e-01
 -2.15339737e+01,  -5.42486229e+01,   4.50000018e-01
 -3.17870064e+01,  -5.42294807e+01,   4.13000017e-01
 -3.15370712e+01,  -5.42238503e+01,   3.84000003e-01
 -3.12871323e+01,  -5.42182236e+01,   3.93000007e-01
 -3.17926350e+01,  -5.39795418e+01,   3.96000028e-01
 -3.12927608e+01,  -5.39682846e+01,   3.98000032e-01
 -2.47944088e+01,  -5.38219261e+01,   2.87000000e-01
 -2.42945366e+01,  -5.38106689e+01,   3.70000005e-01
  1.69887316e+00,  -5.32252426e+01,   3.04000020e-01
 -2.43001652e+01,  -5.35607338e+01,   4.04000014e-01
 -1.98013058e+01,  -5.34594078e+01,   3.58000010e-01
 -3.95519295e+01,  -5.36541748e+01,   2.66000003e-01
 -3.18038921e+01,  -5.34796715e+01,   2.40000010e-01
 -3.55585709e+01,  -5.33141708e+01,   3.05000007e-01
 -3.35590782e+01,  -5.32691345e+01,   3.01000029e-01
 -3.25593300e+01,  -5.32466202e+01,   3.22000027e-01
 -3.20594559e+01,  -5.32353630e+01,   4.10000026e-01
 -3.15595875e+01,  -5.32241020e+01,   3.46000016e-01
 -2.40614872e+01,  -5.30552292e+01,   2.94000000e-01
 -2.15621204e+01,  -5.29989395e+01,   3.24000001e-01
 -3.20650864e+01,  -5.29854279e+01,   3.11000019e-01
 -3.18151512e+01,  -5.29797974e+01,   3.96000028e-01
 -3.15652161e+01,  -5.29741669e+01,   3.54000002e-01
 -2.80661011e+01,  -5.28953629e+01,   3.15000027e-01
 -3.23206558e+01,  -5.27411156e+01,   3.52000028e-01
 -3.20707169e+01,  -5.27354889e+01,   4.08000022e-01
 -2.68220482e+01,  -5.26172752e+01,   3.36000025e-01
 -2.60722370e+01,  -5.26003876e+01,   2.75000006e-01
